,Posizione,Interprete,Canzone,Anno,Autori,Posizione_numerica,Stato,Artista_spotify,Popolarità,Anno_ultimo_rilascio,Presentatore,Sede,Partecipanti,,,
1023,6º,Enzo Jannacci e Paolo Rossi,I soliti accordi,1994,"E. Jannacci, P. Rossi e P. Jannacci",6,Finalista,Enzo Jannacci,30,2011,Pippo Baudo,Teatro Ariston,38,,,
1024,7º,Ivan Graziani,Maledette malelingue,1994,I. Graziani,7,Finalista,Ivan Graziani,40,1989,Pippo Baudo,Teatro Ariston,38,,,
1025,8º,Andrea Mingardi,Amare amare,1994,A. Mingardi e M. Tirelli,8,Finalista,Gigi Finizio,56,2005,Pippo Baudo,Teatro Ariston,38,,,
1026,9º,Marco Armani,Esser duri,1994,M. Armenise e L. Carboni,9,Finalista,Marco Armani,2,1994,Pippo Baudo,Teatro Ariston,38,,,
1027,10º,Donatella Rettore,Di notte specialmente,1994,"Cheope, D. Rettore e C. Rego",10,Finalista,Donatella Rettore,37,1994,Pippo Baudo,Teatro Ariston,38,,,
1028,11º,Mariella Nava,Terra mia,1994,M. G. Nava,11,Finalista,Fabrizio Cesare,8,2021,Pippo Baudo,Teatro Ariston,38,,,
1029,12º,Formula 3,La casa dell'imperatore,1994,T. Cicco e M. Castelnuovo,12,Finalista,Formula 3,6,1996,Pippo Baudo,Teatro Ariston,38,,,
1030,13º,Loredana Bertè,Amici non ne ho,1994,L. Bertè e P. Leon,13,Finalista,Loredana Bertè,33,2016,Pippo Baudo,Teatro Ariston,38,,,
1031,14º,Alessandro Canino,Crescerai,1994,"B. Zucchetti, G. Dati e S. Busà",14,Finalista,Nomadi,30,1992,Pippo Baudo,Teatro Ariston,38,,,
1032,15º,Francesco Salvi,Statento,1994,F. Salvi e V. Cosma,15,Finalista,AP rackchaser,27,2023,Pippo Baudo,Teatro Ariston,38,,,
1033,16º,Alessandro Bono,Oppure no,1994,A. Pizzamiglio,16,Finalista,Patrizia Laquidara,6,2007,Pippo Baudo,Teatro Ariston,38,,,
1034,17º,Claudia Mori,Se mi ami...,1994,T. Cutugno,17,Finalista,MINACELENTANO,35,2016,Pippo Baudo,Teatro Ariston,38,,,
1035,18º,Carlo Marrale,L'ascensore,1994,"C. Marrale, P. Rodenbucher e Cheope",18,Finalista,Adriano Celentano,34,1986,Pippo Baudo,Teatro Ariston,38,,,
1036,19º,Squadra Italia,Una vecchia canzone italiana,1994,S. Jurgens e M. Marrocchi,19,Finalista,Squadra Italia,24,2015,Pippo Baudo,Teatro Ariston,38,,,
1037,20º,Franco Califano,Napoli,1994,"F. Califano, A. Laurenti e A. Gaudino",20,Finalista,Nino D'Angelo,27,2023,Pippo Baudo,Teatro Ariston,38,,,
1038,1º,Giorgia,Come saprei,1995,"G. Todrani, E. Ramazzotti, V. Tosetto e A. Cogliati",1,Vincitore,,,,Pippo Baudo,Teatro Ariston,39,,,
1039,2º,Gianni Morandi e Barbara Cola,In amore,1995,Duchesca e B. Zambrini,2,Finalista,Richard Clayderman,10,2017,Pippo Baudo,Teatro Ariston,39,,,
1040,3º,Ivana Spagna,Gente come noi,1995,"I. Spagna, G. Spagna, F. Zanotti, A. Valsiglio e M. Marati",3,Finalista,Ivana Spagna,41,2007,Pippo Baudo,Teatro Ariston,39,,,
1041,4º,Andrea Bocelli,Con te partirò,1995,L. Quarantotto e F. Sartori,4,Finalista,Andrea Bocelli,50,1995,Pippo Baudo,Teatro Ariston,39,,,
1042,5º,Fiorello,Finalmente tu,1995,M. Pezzali e M. Repetto,5,Finalista,883,54,1998,Pippo Baudo,Teatro Ariston,39,,,
1043,6º,Danilo Amerio,Bisogno d'amore,1995,D. Amerio,6,Finalista,Sud Sound System,33,2010,Pippo Baudo,Teatro Ariston,39,,,
1044,7º,Lighea,Rivoglio la mia vita,1995,"M. Pecora, Zenonazza e T. Montelpare",7,Finalista,Lighea,23,2012,Pippo Baudo,Teatro Ariston,39,,,
1045,8º,883,Senza averti qui,1995,"M. Pezzali, P. P. Peroni e M. Guarniero",8,Finalista,883,45,1995,Pippo Baudo,Teatro Ariston,39,,,
1046,9º,Antonella Arancio,Più di così,1995,"F. Carraresi, F. Migliacci, L. Bechelli e M. Goldsand",9,Finalista,Gemitaiz,40,2020,Pippo Baudo,Teatro Ariston,39,,,
1047,10º,Lorella Cuccarini,Un altro amore no,1995,"V. Incenzo, D. Pinelli e S. Testi",10,Finalista,Lorella Cuccarini,28,1995,Pippo Baudo,Teatro Ariston,39,,,
1048,11º,Mango,Dove vai...,1995,"A. Mango, S. Grandi e G. Mango",11,Finalista,chiello,36,2022,Pippo Baudo,Teatro Ariston,39,,,
1049,12º,Giorgio Faletti,L'assurdo mestiere,1995,G. Faletti,12,Finalista,Giorgio Faletti,14,2012,Pippo Baudo,Teatro Ariston,39,,,
1050,13º,Trio Melody,Ma che ne sai... (...se non hai fatto il piano-bar),1995,C. Mattone,13,Finalista,Gigi Proietti,33,2009,Pippo Baudo,Teatro Ariston,39,,,
1051,14º,Gigliola Cinquetti,Giovane vecchio cuore,1995,G. Faletti,14,Finalista,Gigliola Cinquetti,7,1995,Pippo Baudo,Teatro Ariston,39,,,
1052,15º,Massimo Ranieri,La vestaglia,1995,M. Marrocchi e G. Artegiani,15,Finalista,Massimo Ranieri,25,2000,Pippo Baudo,Teatro Ariston,39,,,
1053,16º,Drupi,Voglio una donna,1995,"T. Cutugno, C. Farina e A. Sanarico",16,Finalista,Roberto Vecchioni,39,1992,Pippo Baudo,Teatro Ariston,39,,,
1054,17º,Toto Cutugno,Voglio andare a vivere in campagna,1995,T. Cutugno,17,Finalista,Frankie Cimino,38,2019,Pippo Baudo,Teatro Ariston,39,,,
1055,18º,Sabina Guzzanti e La Riserva Indiana,Troppo sole,1995,D. Riondino,18,Finalista,Sofia Sole,28,2023,Pippo Baudo,Teatro Ariston,39,,,
1056,19º,Loredana Bertè,ANGELI & angeli,1995,L. Bertè e P. Leon,19,Finalista,Elisa,45,2022,Pippo Baudo,Teatro Ariston,39,,,
1057,20º,Patty Pravo,I giorni dell'armonia,1995,M. Monti e G. Ullu,20,Finalista,Patty Pravo,6,2013,Pippo Baudo,Teatro Ariston,39,,,
1058,NF,Francesca Schiavo,Amore e guerra,1995,S. Cammariere e R. Kunstler,,Non Finalista,Cave,22,2022,Pippo Baudo,Teatro Ariston,39,,,
1059,NF,Valeria Visconti,È con te,1995,C. Marrale,,Non Finalista,Nek,22,2010,Pippo Baudo,Teatro Ariston,39,,,
1060,NF,Giò Di Tonno,Padre e padrone,1995,G. Di Tonno e A. Di Zio,,Non Finalista,Giò Di Tonno,6,1995,Pippo Baudo,Teatro Ariston,39,,,
1061,1º,Ron (con Tosca non accreditata),Vorrei incontrarti fra cent'anni,1996,R. Cellamare,1,Vincitore,,,,Pippo Baudo,Teatro Ariston,37,,,
1062,2º,Elio e le Storie Tese,La terra dei cachi,1996,"D. Civaschi, S. Belisari, S. Conforti e N. Fasani",2,Finalista,Elio e le Storie Tese,44,1997,Pippo Baudo,Teatro Ariston,37,,,
1063,3º,Giorgia,Strano il mio destino,1996,G. Todrani e M. Fabrizio,3,Finalista,Giorgia,36,2002,Pippo Baudo,Teatro Ariston,37,,,
1064,4º,Ivana Spagna,E io penso a te,1996,I. Spagna e G. Spagna,4,Finalista,Ivana Spagna,30,1996,Pippo Baudo,Teatro Ariston,37,,,
1065,5º,Neri per Caso,Mai più sola,1996,C. Mattone,5,Finalista,Neri Per Caso,32,2009,Pippo Baudo,Teatro Ariston,37,,,
1066,6º,Massimo Di Cataldo,Se adesso te ne vai,1996,M. Di Cataldo e B. Laurenti,6,Finalista,Massimo Di Cataldo,45,2001,Pippo Baudo,Teatro Ariston,37,,,
1067,7º,Al Bano,È la mia vita,1996,P. Marino e M. Fabrizio,7,Finalista,Ligabue,56,2002,Pippo Baudo,Teatro Ariston,37,,,
1068,8º,Aleandro Baldi e Marco Guerzoni,Soli al bar,1996,"F. Palmieri, G. Bigazzi e A. Civai",8,Finalista,George Frideric Handel,7,2024,Pippo Baudo,Teatro Ariston,37,,,
1069,9º,Amedeo Minghi,Cantare è d'amore,1996,A. Minghi e P. Panella,9,Finalista,Amedeo Minghi,50,2013,Pippo Baudo,Teatro Ariston,37,,,
1070,10º,Paola Turci,Volo così,1996,P. Turci e R. Casini,10,Finalista,Paola Turci,17,2003,Pippo Baudo,Teatro Ariston,37,,,
1071,11º,Michele Zarrillo,L'elefante e la farfalla,1996,V. Incenzo e M. Zarrillo,11,Finalista,Michele Zarrillo,46,1996,Pippo Baudo,Teatro Ariston,37,,,
1072,12º,Luca Barbarossa,Il ragazzo con la chitarra,1996,L. Barbarossa,12,Finalista,Luca Barbarossa,2,1997,Pippo Baudo,Teatro Ariston,37,,,
1073,13º,Federico Salvatore,Sulla porta,1996,"F. Salvatore, G. Bigazzi e G. Dati",13,Finalista,4Tu,16,2020,Pippo Baudo,Teatro Ariston,37,,,
1074,14º,Rossella Marcone,Una vita migliore,1996,"P. Cremonesi, F. Cavalli e A. Valsiglio",14,Finalista,Metal Carter,6,2016,Pippo Baudo,Teatro Ariston,37,,,
1075,15º,Enrico Ruggeri,L'amore è un attimo,1996,L. Schiavone e E. Ruggeri,15,Finalista,Massimo Ranieri,23,2016,Pippo Baudo,Teatro Ariston,37,,,
1076,16º,Raffaella Cavalli,Sarò,1996,"Depsa, F. Zanotti e A. Valsiglio",16,Finalista,Modà,42,2008,Pippo Baudo,Teatro Ariston,37,,,
1077,17º,Gigi Finizio,Solo lei,1996,L. Finizio e A. Annona,17,Finalista,Gigi Finizio,14,2017,Pippo Baudo,Teatro Ariston,37,,,
1078,18º,Paolo Vallesi,Non andare via,1996,G. Dati e P. Vallesi,18,Finalista,Sam e il Meteorino,33,2023,Pippo Baudo,Teatro Ariston,37,,,
1079,19º,Riccardo Fogli,Romanzo,1996,G. Morra e M. Fabrizio,19,Finalista,Emis Killa,31,2010,Pippo Baudo,Teatro Ariston,37,,,
1080,20º,Umberto Bindi e New Trolls,Letti,1996,U. Bindi e R. Fiacchini,20,Finalista,Maurizio Filardo,1,2017,Pippo Baudo,Teatro Ariston,37,,,
1081,NF,Dhamm,Ama,1996,"D. Benedetti, A. Ventura, M. Munzi e M. Conti",,Non Finalista,Gianna Nannini,53,2015,Pippo Baudo,Teatro Ariston,37,,,
1082,NF,Mara,Non è amore,1996,D. Poggiolini e F. Puccioni,,Non Finalista,Mango,29,2002,Pippo Baudo,Teatro Ariston,37,,,
1083,NF,Fedele Boccassini,Non scherzare dai,1996,"L. Angelosanti, F. Zanotti, M. Remigi, F. Boccassini e F. Morettini",,Non Finalista,NASKA,55,2022,Pippo Baudo,Teatro Ariston,37,,,
1084,1º,Jalisse,Fiumi di parole,1997,"C. Di Domenico, A. Drusian e F. Ricci",1,Vincitore,,,,Mike Bongiorno,Teatro Ariston,41,,,
1085,2º,Anna Oxa,Storie,1997,"Depsa, M. Marati, S. Monetti, A. Valsiglio e F. Zanotti",2,Finalista,Jesto,48,2018,Mike Bongiorno,Teatro Ariston,41,,,
1086,3º,Syria,Sei tu,1997,C. Mattone e A. Salerno,3,Finalista,Andrew Underberg,61,2024,Mike Bongiorno,Teatro Ariston,41,,,
1087,4º,Silvia Salemi,A casa di Luca,1997,G. Artegiani,4,Finalista,Silvia Salemi,45,2015,Mike Bongiorno,Teatro Ariston,41,,,
1088,5º,Fausto Leali,Non ami che te,1997,R. Pacco,5,Finalista,Fausto Leali,11,2010,Mike Bongiorno,Teatro Ariston,41,,,
1089,6º,O.R.O.,Padre Nostro,1997,E. Ruggeri e M. Manzani,6,Finalista,Artie 5ive,52,2023,Mike Bongiorno,Teatro Ariston,41,,,
1090,7º,Nek,Laura non c'è,1997,"A. De Sanctis, F. Neviani e M. Varini",7,Finalista,Nek,61,1997,Mike Bongiorno,Teatro Ariston,41,,,
1091,8º,Patty Pravo,...e dimmi che non vuoi morire,1997,"V. Rossi, G. Curreri e R. Ferri",8,Finalista,Patty Pravo,49,2001,Mike Bongiorno,Teatro Ariston,41,,,
1092,9º,Massimo Ranieri,Ti parlerò d'amore,1997,G. Togni e G. Morra,9,Finalista,Massimo Ranieri,26,1997,Mike Bongiorno,Teatro Ariston,41,,,
1093,10º,Tosca,Nel respiro più grande,1997,S. Tamaro e R. Cellamare,10,Finalista,Tosca,7,1997,Mike Bongiorno,Teatro Ariston,41,,,
1094,11º,Francesco Baccini,Senza tù,1997,G. Conte e F. Baccini,11,Finalista,Francesco Baccini,0,2024,Mike Bongiorno,Teatro Ariston,41,,,
1095,12º,Dirotta su Cuba,È andata così,1997,"Cheope, S. De Donato, P. D'Emilio, R. Gentili, S. Bencini e A. Ravasini",12,Finalista,Aiden,39,2020,Mike Bongiorno,Teatro Ariston,41,,,
1096,13º,Marina Rei,Dentro me,1997,M. Rei e F. Minoia,13,Finalista,J-AX,25,2011,Mike Bongiorno,Teatro Ariston,41,,,
1097,14º,Al Bano,Verso il sole,1997,V. Cidda e A. Carrisi,14,Finalista,The Dining Rooms,26,2001,Mike Bongiorno,Teatro Ariston,41,,,
1098,15º,Cattivi Pensieri,Quello che sento,1997,"C. Farolfi, D. De Marinis, D. Bosio e N. Fragile",15,Finalista,Carmen Consoli,28,1996,Mike Bongiorno,Teatro Ariston,41,,,
1099,16º,Pitura Freska,Papa nero,1997,"M. F. Forieri, S. O. Skardy, V. Silvestri, C. Verardo e F. Duse",16,Finalista,Pitura Freska,8,2012,Mike Bongiorno,Teatro Ariston,41,,,
1100,17º,Toto Cutugno,Faccia pulita,1997,S. Cutugno,17,Finalista,Claudio Baglioni,30,1972,Mike Bongiorno,Teatro Ariston,41,,,
1101,18º,Ragazzi Italiani,Vero amore,1997,"A. Galbiati, C. Palmas e M. G. Fontana",18,Finalista,HINOA,1,2023,Mike Bongiorno,Teatro Ariston,41,,,
1102,19º,New Trolls e Greta,Alianti liberi,1997,"E. Palumbo, M. Cattapani, V. De Scalzi, N. Di Palo e G. Labate",19,Finalista,Greta,4,2010,Mike Bongiorno,Teatro Ariston,41,,,
1103,20º,Loredana Bertè,Luna,1997,L. Bertè e M. Piccoli,20,Finalista,Feid,97,2023,Mike Bongiorno,Teatro Ariston,41,,,
1104,NF,Alessandro Mara,Attimi,1997,A. Maraniello,,Non Finalista,Franco Califano,28,2008,Mike Bongiorno,Teatro Ariston,41,,,
1105,NF,Camilla,Come ti tradirei,1997,F. Casalino e M. Violante,,Non Finalista,thasup,49,2022,Mike Bongiorno,Teatro Ariston,41,,,
1106,NF,Carmen Consoli,Confusa e felice,1997,C. Consoli,,Non Finalista,Carmen Consoli,34,1997,Mike Bongiorno,Teatro Ariston,41,,,
1107,NF,Alessandro Errico,E penserò al tuo viso...,1997,"A. Errico, A. Campisano e R. Gori",,Non Finalista,Alessandro Errico,5,1997,Mike Bongiorno,Teatro Ariston,41,,,
1108,NF,Leandro Barsotti,Fragolina,1997,L. Barsotti,,Non Finalista,Dani Mocanu,42,2020,Mike Bongiorno,Teatro Ariston,41,,,
1109,NF,Maurizio Lauzi,Il capo dei giocattoli,1997,M. Lauzi,,Non Finalista,Coro I Piccoli Cantori di Milano,40,2014,Mike Bongiorno,Teatro Ariston,41,,,
1110,NF,Olivia,Quando viene sera,1997,S. Borzi e A. Zelli,,Non Finalista,Riccardo Achille Ronzani,2,2024,Mike Bongiorno,Teatro Ariston,41,,,
1111,NF,Adriana Ruocco,Uguali uguali,1997,"F. Migliacci, E. Migliacci e R. Zappalorto",,Non Finalista,Luchè,56,2023,Mike Bongiorno,Teatro Ariston,41,,,
1112,NF,Petra Magoni,Voglio un dio,1997,R. Banchelli,,Non Finalista,Dionira,0,2014,Mike Bongiorno,Teatro Ariston,41,,,
1113,1º,Annalisa Minetti,Senza te o con te,1998,M. Luca e P. Palma,1,Vincitore,,,,Raimondo Vianello,Teatro Ariston,28,,,
1114,2º,Antonella Ruggiero,Amore lontanissimo,1998,A. Ruggiero e R. Colombo,2,Finalista,Antonella Ruggiero,25,1997,Raimondo Vianello,Teatro Ariston,28,,,
1115,3º,Lisa,Sempre,1998,G. Morra e M. Fabrizio,3,Finalista,Carl Brave x Franco126,66,2018,Raimondo Vianello,Teatro Ariston,28,,,
1116,4º,Paola Turci,Solo come me,1998,R. Casini e P. Turci,4,Finalista,Solo Compas,19,1999,Raimondo Vianello,Teatro Ariston,28,,,
1117,5º,Silvia Salemi,Pathos,1998,S. Salemi e G. Artegiani,5,Finalista,James Heather,44,2017,Raimondo Vianello,Teatro Ariston,28,,,
1118,6º,Mango e Zenîma,Luce,1998,"A. Salerno, G. Mango e A. Mango",6,Finalista,Elisa,52,2001,Raimondo Vianello,Teatro Ariston,28,,,
1119,7º,Luca Sepe,Un po' di te,1998,"L. Sepe, M. Schembri, F. Leali e E. Malepasso",7,Finalista,Alex Wyse,59,2023,Raimondo Vianello,Teatro Ariston,28,,,
1120,8º,Niccolò Fabi,Lasciarsi un giorno a Roma,1998,"N. Fabi, R. Sinigallia, C. Dazzi e D. Sinigallia",8,Finalista,Niccolò Fabi,47,1998,Raimondo Vianello,Teatro Ariston,28,,,
1121,9º,Ron,Un porto nel vento,1998,"G. Zagni, Ron e F. Coppini",9,Finalista,Ron,3,1998,Raimondo Vianello,Teatro Ariston,28,,,
1122,10º,Andrea Mingardi,Canto per te,1998,A. Mingardi e M. Tirelli,10,Finalista,DJ Herzbeat,37,2020,Raimondo Vianello,Teatro Ariston,28,,,
1123,11º,Alex Baroni,Sei tu o lei (Quello che voglio),1998,"A. Baroni, P. Calabrese, M. Calabrese, M. D'Angelo e M. Rinalduzzi",11,Finalista,Alex Baroni,35,1998,Raimondo Vianello,Teatro Ariston,28,,,
1124,12º,Spagna,E che mai sarà,1998,I. Spagna e G. Spagna,12,Finalista,Ivana Spagna,16,2004,Raimondo Vianello,Teatro Ariston,28,,,
1125,13º,Piccola Orchestra Avion Travel,Dormi e sogna,1998,"G. Servillo, D. Ciaramella, M. Tronco, G. D'Argenzio, F. Mesolella e F. Spinetti",13,Finalista,Avion Travel,25,1997,Raimondo Vianello,Teatro Ariston,28,,,
1126,14º,Sergio Caputo,Flamingo,1998,S. Caputo,14,Finalista,Kenshi Yonezu,64,2020,Raimondo Vianello,Teatro Ariston,28,,,
1127,15º,Nuova Compagnia di Canto Popolare,Sotto il velo del cielo,1998,C. Sfogli e C. Faiello,15,Finalista,Nuova Compagnia Di Canto Popolare,9,2004,Raimondo Vianello,Teatro Ariston,28,,,
1128,16º,Paola & Chiara,Per te,1998,P. Iezzi e C. Iezzi,16,Finalista,Jovanotti,53,1999,Raimondo Vianello,Teatro Ariston,28,,,
1129,17º,Enzo Jannacci,Quando un musicista ride,1998,E. Jannacci,17,Finalista,Enzo Jannacci,24,2013,Raimondo Vianello,Teatro Ariston,28,,,
1130,1º,Anna Oxa,Senza pietà,1999,C. Guidetti e A. Salerno,1,Vincitore,,,,Fabio Fazio,Teatro Ariston,28,,,
1131,2º,Antonella Ruggiero,Non ti dimentico (Se non ci fossero le nuvole),1999,"R. Colombo, A. Ruggiero e Kaballà",2,Finalista,Gemitaiz,62,2023,Fabio Fazio,Teatro Ariston,28,,,
1132,3º,Mariella Nava,Così è la vita,1999,M. Nava,3,Finalista,,,,Fabio Fazio,Teatro Ariston,28,,,
1133,4º,Enzo Gragnaniello con Ornella Vanoni,Alberi,1999,E. Gragnaniello,4,Finalista,Ornella Vanoni,30,2019,Fabio Fazio,Teatro Ariston,28,,,
1134,5º,Stadio,Lo zaino,1999,V. Rossi e G. Curreri,5,Finalista,Enrico Brizzi,0,2006,Fabio Fazio,Teatro Ariston,28,,,
1135,6º,Al Bano,Ancora in volo,1999,"P. Marcucci, A. Carrisi e M. Bizzarri",6,Finalista,Rabbiosa,1,2024,Fabio Fazio,Teatro Ariston,28,,,
1136,7º,Marina Rei,Un inverno da baciare,1999,M. Rei e D. Pinelli,7,Finalista,Marina Rei,21,2008,Fabio Fazio,Teatro Ariston,28,,,
1137,8º,Nino D'Angelo,Senza giacca e cravatta,1999,N. D'Angelo e C. Tortora,8,Finalista,Nino D'Angelo,50,1999,Fabio Fazio,Teatro Ariston,28,,,
1138,9º,Daniele Silvestri,Aria,1999,D. Silvestri,9,Finalista,Argy,75,2023,Fabio Fazio,Teatro Ariston,28,,,
1139,10º,Nada,Guardami negli occhi,1999,N. Malanima,10,Finalista,Nada,31,2008,Fabio Fazio,Teatro Ariston,28,,,
1140,11º,Eugenio Finardi,Amami Lara,1999,"E. Finardi, F. Consoli e E. Bechis",11,Finalista,Eugenio Finardi,6,1998,Fabio Fazio,Teatro Ariston,28,,,
1141,12º,Gatto Panceri,Dove dov'è,1999,G. Panceri,12,Finalista,Claudio Baglioni,27,1990,Fabio Fazio,Teatro Ariston,28,,,
1142,13º,Gianluca Grignani,Il giorno perfetto,1999,G. Grignani,13,Finalista,Gianluca Grignani,27,1999,Fabio Fazio,Teatro Ariston,28,,,
1143,14º,Massimo Di Cataldo,Come sei bella,1999,M. Di Cataldo,14,Finalista,Massimo Di Cataldo,33,2001,Fabio Fazio,Teatro Ariston,28,,,
1144,1º,Piccola Orchestra Avion Travel,Sentimento,2000,"D. Ciaramella, G. D'Argenzio, F. Mesolella, F. Spinetti, M. Tronco e G. Servillo",1,Vincitore,,,,Fabio Fazio,Teatro Ariston,34,,,
1145,2º,Irene Grandi,La tua ragazza sempre,2000,V. Rossi e G. Curreri,2,Finalista,Irene Grandi,45,2001,Fabio Fazio,Teatro Ariston,34,,,
1146,3º,Gianni Morandi,Innamorato,2000,"E. Ramazzotti, C. Guidetti e A. Cogliati",3,Finalista,BLANCO,58,2023,Fabio Fazio,Teatro Ariston,34,,,
1147,4º,Max Gazzè,Il timido ubriaco,2000,M. Gazzè e F. Gazzè,4,Finalista,Max Gazzè,42,2000,Fabio Fazio,Teatro Ariston,34,,,
1148,5º,Samuele Bersani,Replay,2000,S. Bersani e G. D'Onghia,5,Finalista,Iyaz,80,2009,Fabio Fazio,Teatro Ariston,34,,,
1149,6º,Gerardina Trovato,Gechi e vampiri,2000,G. Trovato e T. Sinatra,6,Finalista,Gerardina Trovato,39,2014,Fabio Fazio,Teatro Ariston,34,,,
1150,7º,Carmen Consoli,In bianco e nero,2000,C. Consoli,7,Finalista,Carmen Consoli,35,2000,Fabio Fazio,Teatro Ariston,34,,,
1151,8º,Matia Bazar,Brivido caldo,2000,G. Golzi e P. Cassano,8,Finalista,Matia Bazar,29,2000,Fabio Fazio,Teatro Ariston,34,,,
1152,9º,Alice,Il giorno dell'indipendenza,2000,J. Camisasca,9,Finalista,Alice,5,2000,Fabio Fazio,Teatro Ariston,34,,,
1153,10º,Gigi D'Alessio,Non dirgli mai,2000,V. D'Agostino e L. D'Alessio,10,Finalista,Gigi D'Alessio,57,1999,Fabio Fazio,Teatro Ariston,34,,,
1154,11º,Subsonica,Tutti i miei sbagli,2000,"M. Casacci, D. Dileo e S. U. Romano",11,Finalista,Subsonica,53,2000,Fabio Fazio,Teatro Ariston,34,,,
1155,12º,Ivana Spagna,Con il tuo nome,2000,"I. Spagna, C. Tarantola e G. Spagna",12,Finalista,Ripe,12,2024,Fabio Fazio,Teatro Ariston,34,,,
1156,13º,Mietta,Fare l'amore,2000,G. Mango e A. Mango,13,Finalista,Mietta,34,2000,Fabio Fazio,Teatro Ariston,34,,,
1157,14º,Mariella Nava e Amedeo Minghi,Futuro come te,2000,M. G. Nava e A. Minghi,14,Finalista,Amedeo Minghi,22,2014,Fabio Fazio,Teatro Ariston,34,,,
1158,15º,Marco Masini,Raccontami di te,2000,M. Masini e G. Dati,15,Finalista,Marco Masini,36,2000,Fabio Fazio,Teatro Ariston,34,,,
1159,16º,Umberto Tozzi,Un'altra vita,2000,U. Tozzi,16,Finalista,Elodie,38,2016,Fabio Fazio,Teatro Ariston,34,,,
1160,1º,Elisa,Luce (tramonti a nord est),2001,E. Toffoli e A. Fornaciari,1,Vincitore,,,,Raffaella Carrà,Teatro Ariston,32,,,
1161,2º,Giorgia,Di sole e d'azzurro,2001,"A. Fornaciari, M. Saggese e M. Vergnaghi",2,Finalista,Giorgia,51,2001,Raffaella Carrà,Teatro Ariston,32,,,
1162,3º,Matia Bazar,Questa nostra grande storia d'amore,2001,G. Golzi e P. Cassano,3,Finalista,Matia Bazar,19,2015,Raffaella Carrà,Teatro Ariston,32,,,
1163,4º,Michele Zarrillo,L'acrobata,2001,V. Incenzo e M. Zarrillo,4,Finalista,Michele Zarrillo,36,2001,Raffaella Carrà,Teatro Ariston,32,,,
1164,5º,Paola Turci,Saluto l'inverno,2001,P. Turci e C. Consoli,5,Finalista,Paola Turci,25,2007,Raffaella Carrà,Teatro Ariston,32,,,
1165,6º,Jenny B,Anche tu,2001,G. Golzi e P. Cassano,6,Finalista,Raf,39,1991,Raffaella Carrà,Teatro Ariston,32,,,
1166,7º,Alex Britti,Sono contento,2001,A. Britti,7,Finalista,Alex Britti,26,2000,Raffaella Carrà,Teatro Ariston,32,,,
1167,8º,Gigi D'Alessio,Tu che ne sai,2001,V. D'Agostino e L. D'Alessio,8,Finalista,Gigi D'Alessio,44,2017,Raffaella Carrà,Teatro Ariston,32,,,
1168,9º,Fabio Concato,Ciao Ninìn,2001,F. Concato,9,Finalista,Fabio Concato,22,2001,Raffaella Carrà,Teatro Ariston,32,,,
1169,10º,Anna Oxa,L'eterno movimento,2001,G. Fulcheri e Laurex,10,Finalista,Alta Marea,0,2010,Raffaella Carrà,Teatro Ariston,32,,,
1170,11º,Peppino di Capri,Pioverà (Habibi ené),2001,"F. Del Prete, Dicapri e M. Vitale",11,Finalista,Ricky Rich,73,2021,Raffaella Carrà,Teatro Ariston,32,,,
1171,12º,Gianni Bella,Il profumo del mare,2001,G. Bella e Mogol,12,Finalista,Sam e il Meteorino,26,2023,Raffaella Carrà,Teatro Ariston,32,,,
1172,13º,Syria,Fantasticamenteamore,2001,B. Antonacci e S. Lanza,13,Finalista,Syria,17,2000,Raffaella Carrà,Teatro Ariston,32,,,
1173,14º,Sottotono,Mezze verità,2001,M. Cellamaro e M. Dagani,14,Finalista,Sottotono,27,2016,Raffaella Carrà,Teatro Ariston,32,,,
1174,15º,Quintorigo,Bentivoglio Angelina (Kon tutto il mio amaro),2001,"M. De Leonardis, V. Bianchi, A. Costa, G. Costa, S. Ricci, M. Montanari e G. Facchini",15,Finalista,Quintorigo,22,2001,Raffaella Carrà,Teatro Ariston,32,,,
1175,16º,Bluvertigo,L'assenzio (The Power of Nothing),2001,M. Castoldi e L. Urbani,16,Finalista,Bluvertigo,35,2001,Raffaella Carrà,Teatro Ariston,32,,,
1176,1º,Matia Bazar,Messaggio d'amore,2002,G. Golzi e P. Cassano,1,Vincitore,,,,Pippo Baudo,Teatro Ariston,36,,,
1177,2º,Alexia,Dimmi come...,2002,A. Aquilani e M. Marcolini,2,Finalista,Alexia,35,2002,Pippo Baudo,Teatro Ariston,36,,,
1178,3º,Gino Paoli,Un altro amore,2002,G. Paoli,3,Finalista,Gino Paoli,32,2018,Pippo Baudo,Teatro Ariston,36,,,
1179,4º,Fausto Leali e Luisa Corna,Ora che ho bisogno di te,2002,"F. Berlincioni, F. Leali e V. Tosetto",4,Finalista,"Fausto Leali, Luisa Corna",19,2013,Pippo Baudo,Teatro Ariston,36,,,
1180,5º,Enrico Ruggeri,Primavera a Sarajevo,2002,E. Ruggeri e R. Mogliotti,5,Finalista,Andrea Mirò,12,2023,Pippo Baudo,Teatro Ariston,36,,,
1181,6º,Mariella Nava,Il cuore mio,2002,M. G. Nava,6,Finalista,Mariella Nava,22,2017,Pippo Baudo,Teatro Ariston,36,,,
